UniProt,domain_start,domain_end,Length,S_over_T_mean,S_over_T_pval,quantile,refoldable,subcellular_localization,average_KD_hydro,A_SASA_count,C_SASA_count,D_SASA_count,E_SASA_count,F_SASA_count,G_SASA_count,H_SASA_count,I_SASA_count,K_SASA_count,L_SASA_count,M_SASA_count,N_SASA_count,P_SASA_count,Q_SASA_count,R_SASA_count,S_SASA_count,T_SASA_count,V_SASA_count,W_SASA_count,Y_SASA_count,fraction DE,fraction KR,fraction AGP,fraction WYF,fraction ILVM,fraction polar,No. of Peptides,No. of Significant Peptides,,,,,,,,,,,,,,,,,
P10664,6,46,40,0.2368,0.002444,42, False, nucleus; cytoplasm,4.46,5,0,1,1,2,1,2,2,2,3,0,3,4,0,2,3,5,4,0,0,0.05,0.1,0.25,0.05,0.225,0.325,2,0,,,,,,,,,,,,,,,,,
P23255,347,390,43,0.173,4.00E-06,18, nan, nucleus,4.465,3,1,1,1,2,2,2,6,4,2,0,2,4,1,0,4,1,1,2,1,0.05,0.1,0.225,0.125,0.225,0.275,,,,,,,,,,,,,,,,,,,
P38931,809,828,19,0.1644,0.000641,18, nan, nucleus,4.99,1,0,0,1,2,0,1,1,0,4,1,0,2,0,1,6,0,0,0,0,0.05,0.05,0.15,0.1,0.3,0.35,,,,,,,,,,,,,,,,,,,
P40496,6,35,29,0.249,0.000048,42, False, mitochondrion,4.18,4,0,0,1,0,1,0,1,2,1,0,2,0,1,1,2,1,2,0,1,0.05,0.15,0.25,0.05,0.2,0.3,,,,,,,,,,,,,,,,,,,
P42943,390,410,20,0.3301,0.00044,66, False, cytoplasm,4.87,3,0,1,0,0,0,1,3,2,3,0,1,0,1,2,1,0,2,0,0,0.05,0.2,0.15,0,0.4,0.2,2,0,,,,,,,,,,,,,,,,,
P49626,6,46,40,0.354,0.005184,66, nan, nucleus; cytoplasm,4.46,5,0,1,1,2,1,2,2,2,3,0,3,4,0,2,3,5,4,0,0,0.05,0.1,0.25,0.05,0.225,0.325,,,,,,,,,,,,,,,,,,,
Q02875,152,230,78,0.2351,0.000268,42, nan, cytoplasm,3.387,3,0,1,1,1,7,0,2,0,2,0,6,3,4,3,1,4,0,0,2,0.05,0.075,0.325,0.075,0.1,0.375,1,0,,,,,,,,,,,,,,,,,
Q06685,38,58,20,0.235,0.000064,42, False, cytoplasm; cytoplasm; cytoskeleton,4.135,3,0,0,1,1,1,0,1,2,1,1,0,2,2,0,3,2,0,0,0,0.05,0.1,0.3,0.05,0.15,0.35,1,1,,,,,,,,,,,,,,,,,
P25301,384,459,75,0.4125,0.089024,78, nan, nucleus,4.054,5,0,1,2,2,6,2,4,6,4,1,2,2,5,2,4,6,3,2,0,0.050847458,0.13559322,0.220338983,0.06779661,0.203389831,0.322033898,,,,,,,,,,,,,,,,,,,
Q03213,228,305,77,0.2572,0.000267,42, nan, nucleus,3.768,7,1,3,1,1,5,3,4,2,7,1,14,0,7,2,8,9,2,0,1,0.051282051,0.051282051,0.153846154,0.025641026,0.179487179,0.538461538,,,,,,,,,,,,,,,,,,,
Q04673,323,382,59,0.2157,0.002133,30, nan, nucleus,4.164,1,3,2,0,3,2,4,0,1,4,1,1,4,0,2,5,3,1,0,2,0.051282051,0.076923077,0.179487179,0.128205128,0.153846154,0.41025641,,,,,,,,,,,,,,,,,,,
Q12322,4,42,38,0.3192,0.005125,66, nan, ,4.351,1,1,0,2,3,2,1,2,6,5,2,1,2,3,2,2,1,3,0,0,0.051282051,0.205128205,0.128205128,0.076923077,0.307692308,0.230769231,,,,,,,,,,,,,,,,,,,
Q04408,39,98,59,0.2429,0.012721,42, nan, nucleus; mitochondrion,3.921,5,0,0,3,2,5,2,2,4,5,2,4,2,1,6,6,3,3,1,2,0.051724138,0.172413793,0.206896552,0.086206897,0.206896552,0.275862069,,,,,,,,,,,,,,,,,,,
P38904,827,937,110,0.2568,0.001321,42, nan, nucleus,3.701,14,0,1,4,2,3,2,5,10,5,3,4,5,6,9,8,13,2,0,0,0.052083333,0.197916667,0.229166667,0.020833333,0.15625,0.34375,,,,,,,,,,,,,,,,,,,
P33334,538,735,197,0.2276,0.000026,30, False, nucleus,3.032,3,0,3,3,5,15,5,4,15,8,1,10,4,8,11,1,11,0,2,6,0.052173913,0.226086957,0.191304348,0.113043478,0.113043478,0.304347826,,,,,,,,,,,,,,,,,,,
P24583,362,383,21,0.1818,2.00E-06,18, True, ,4.168,0,0,0,1,1,2,1,0,1,3,0,1,1,1,0,3,2,1,1,0,0.052631579,0.052631579,0.157894737,0.105263158,0.210526316,0.421052632,,,,,,,,,,,,,,,,,,,
P36105,20,137,117,0.1827,0.005965,18, True, cytoplasm,3.382,15,1,2,2,2,6,0,2,15,3,1,1,3,6,8,2,5,1,0,1,0.052631579,0.302631579,0.315789474,0.039473684,0.092105263,0.197368421,25,0,,,,,,,,,,,,,,,,,
P38754,20,136,116,0.2096,1.00E-06,30, nan, cytoplasm,3.37,14,1,2,2,2,7,0,2,15,3,0,1,3,5,9,2,5,2,0,1,0.052631579,0.315789474,0.315789474,0.039473684,0.092105263,0.184210526,,,,,,,,,,,,,,,,,,,
P05750,96,194,98,0.264,0.000089,54, False, cytoplasm,3.339,8,0,2,1,2,8,2,0,6,2,0,2,2,2,7,6,2,2,0,2,0.053571429,0.232142857,0.321428571,0.071428571,0.071428571,0.25,13,0,,,,,,,,,,,,,,,,,
Q08887,244,300,56,0.1973,0.017667,18, nan, nucleus; cytoplasm,4.141,4,0,3,0,3,2,0,2,5,7,1,3,5,2,3,8,4,2,0,2,0.053571429,0.142857143,0.196428571,0.089285714,0.214285714,0.303571429,,,,,,,,,,,,,,,,,,,
P14680,279,326,47,0.2533,0.000122,42, nan, nucleus; cytoplasm,4.419,2,1,1,1,1,0,0,1,3,6,0,2,3,2,0,5,5,2,0,2,0.054054054,0.081081081,0.135135135,0.081081081,0.243243243,0.405405405,,,,,,,,,,,,,,,,,,,
P38061,62,115,53,0.2717,0.004085,54, True, cytoplasm,4.108,7,0,0,2,1,2,2,0,5,3,1,3,1,0,0,2,6,2,0,0,0.054054054,0.135135135,0.27027027,0.027027027,0.162162162,0.351351351,9,0,,,,,,,,,,,,,,,,,
Q03081,96,147,51,0.164,0.001117,18, nan, nucleus; cytoplasm,3.524,1,2,1,1,0,2,0,1,6,4,0,2,1,2,4,6,2,2,0,0,0.054054054,0.27027027,0.108108108,0,0.189189189,0.378378378,,,,,,,,,,,,,,,,,,,
P33400,314,411,97,0.1909,0.005089,18, nan, nucleus; cytoplasm,3.904,5,2,2,3,2,6,0,4,3,8,1,9,3,9,4,16,5,4,0,6,0.054347826,0.076086957,0.152173913,0.086956522,0.184782609,0.445652174,,,,,,,,,,,,,,,,,,,
P40362,236,591,355,0.1187,0.000103,6, False, nucleus; nucleolus,3.188,5,0,3,5,1,29,6,3,14,5,1,12,4,10,9,20,12,6,0,2,0.054421769,0.156462585,0.258503401,0.020408163,0.102040816,0.408163265,1,1,,,,,,,,,,,,,,,,,
P24482,168,231,63,0.1753,1.00E-06,18, nan, nucleus; cytoplasm,3.995,2,0,2,1,6,4,1,4,5,3,3,4,2,6,4,2,1,3,0,2,0.054545455,0.163636364,0.145454545,0.145454545,0.236363636,0.254545455,,,,,,,,,,,,,,,,,,,
P36520,132,228,96,0.2358,0.000024,42, nan, mitochondrion,2.851,5,0,1,2,2,8,3,0,8,1,0,4,5,2,5,1,3,1,2,2,0.054545455,0.236363636,0.327272727,0.109090909,0.036363636,0.236363636,,,,,,,,,,,,,,,,,,,
P38738,8,80,72,0.2601,0.00009,42, nan, cytoplasm,3.529,3,2,2,1,2,1,3,4,5,3,1,7,4,3,2,5,4,0,1,2,0.054545455,0.127272727,0.145454545,0.090909091,0.145454545,0.436363636,,,,,,,,,,,,,,,,,,,
P19524,776,885,109,0.1858,1.00E-06,18, nan, bud tip; bud neck,3.787,8,1,1,5,2,2,3,11,14,9,3,9,0,11,10,4,4,6,0,6,0.055045872,0.220183486,0.091743119,0.073394495,0.266055046,0.293577982,,,,,,,,,,,,,,,,,,,
O13516,110,165,55,0.2212,0.00004,30, nan, nucleus; nucleolus; cytoplasm,3.4,0,0,2,0,2,4,3,1,4,2,1,1,3,2,3,2,3,2,0,1,0.055555556,0.194444444,0.194444444,0.083333333,0.166666667,0.305555556,15,1,,,,,,,,,,,,,,,,,
P21538,659,708,49,0.3312,0.000049,66, False, nucleus,2.869,0,1,1,1,1,4,1,2,5,1,2,4,0,1,6,4,1,0,1,0,0.055555556,0.305555556,0.111111111,0.055555556,0.138888889,0.333333333,,,,,,,,,,,,,,,,,,,
P25582,795,839,44,0.258,0.000071,42, False, nucleus; nucleolus,2.853,3,0,1,1,0,6,2,1,10,2,1,1,0,0,5,1,0,1,0,1,0.055555556,0.416666667,0.25,0.027777778,0.138888889,0.111111111,,,,,,,,,,,,,,,,,,,
P38314,484,524,40,0.3896,0.000224,78, True, cytoplasm,4.281,2,0,1,1,0,4,0,4,3,4,0,1,0,3,4,2,3,3,0,1,0.055555556,0.194444444,0.166666667,0.027777778,0.305555556,0.25,1,0,,,,,,,,,,,,,,,,,
P42841,6,61,55,0.2022,1.00E-06,30, nan, nucleus,3.215,0,0,1,2,0,1,1,2,2,3,0,5,5,9,4,5,3,5,0,6,0.055555556,0.111111111,0.111111111,0.111111111,0.185185185,0.425925926,,,,,,,,,,,,,,,,,,,
P53769,210,258,48,0.2555,0.003292,42, nan, nucleus,3.264,2,2,1,1,1,4,2,1,9,1,1,2,0,1,1,4,1,1,0,1,0.055555556,0.277777778,0.166666667,0.055555556,0.111111111,0.333333333,,,,,,,,,,,,,,,,,,,
Q01722,4,41,37,0.1435,0.002467,6, nan, nucleus,4.444,1,0,1,1,1,1,0,3,1,4,0,4,1,2,1,5,6,3,0,1,0.055555556,0.055555556,0.083333333,0.055555556,0.277777778,0.472222222,,,,,,,,,,,,,,,,,,,
Q07533,13,67,54,0.2381,0.000219,42, nan, bud neck; cytoplasm,3.803,1,1,0,2,0,8,1,3,4,4,0,2,0,1,3,3,2,0,0,1,0.055555556,0.194444444,0.25,0.027777778,0.194444444,0.277777778,,,,,,,,,,,,,,,,,,,
Q04599,47,122,75,0.1887,0.000168,18, nan, mitochondrion,3.949,9,0,0,4,1,4,0,1,6,7,0,1,7,4,8,4,7,6,0,2,0.056338028,0.197183099,0.281690141,0.042253521,0.197183099,0.225352113,,,,,,,,,,,,,,,,,,,
P33334,137,212,75,0.2276,0.000026,30, False, nucleus,4.085,3,0,1,2,0,2,3,3,6,7,2,3,5,1,2,2,5,3,1,2,0.056603774,0.150943396,0.188679245,0.056603774,0.283018868,0.264150943,,,,,,,,,,,,,,,,,,,
P39960,884,938,54,0.1348,0.000028,6, False, ,4.36,5,0,1,2,3,2,1,3,2,6,1,4,7,0,2,10,2,1,0,1,0.056603774,0.075471698,0.264150943,0.075471698,0.20754717,0.320754717,,,,,,,,,,,,,,,,,,,
P47019,14,68,54,0.235,0.000103,42, False, nucleus; cytoplasm,3.364,4,0,0,3,1,2,3,1,8,6,0,6,1,3,4,7,0,3,0,1,0.056603774,0.226415094,0.132075472,0.037735849,0.188679245,0.358490566,,,,,,,,,,,,,,,,,,,
Q03178,27,81,54,0.2034,7.00E-06,30, nan, secreted; cell wall,4.191,9,0,2,1,1,5,0,4,4,1,0,0,2,3,1,6,11,1,0,2,0.056603774,0.094339623,0.301886792,0.056603774,0.113207547,0.377358491,,,,,,,,,,,,,,,,,,,
O14467,80,144,64,0.157,0.000531,6, False, nucleus; cytoplasm,2.851,2,0,2,0,0,4,0,2,5,1,0,5,3,2,4,1,3,1,0,0,0.057142857,0.257142857,0.257142857,0,0.114285714,0.314285714,6,2,,,,,,,,,,,,,,,,,
P53933,29,63,34,0.2943,0.001155,54, nan, cytoplasm; cytoskeleton; actin patch,3.926,0,0,2,0,1,1,0,4,2,2,2,3,1,2,3,4,6,1,0,1,0.057142857,0.142857143,0.057142857,0.057142857,0.257142857,0.428571429,,,,,,,,,,,,,,,,,,,
P53937,69,114,45,0.2079,0.001195,30, nan, mitochondrion,3.297,3,0,2,0,0,3,2,2,5,3,1,3,0,1,5,0,3,1,0,1,0.057142857,0.285714286,0.171428571,0.028571429,0.2,0.257142857,,,,,,,,,,,,,,,,,,,
Q02890,138,186,48,0.32,0.000087,66, nan, nucleus; cytoplasm,3.506,0,1,0,2,1,5,0,2,2,3,1,6,2,1,3,2,4,0,0,0,0.057142857,0.142857143,0.2,0.028571429,0.171428571,0.4,,,,,,,,,,,,,,,,,,,
Q06211,538,582,44,0.19,0.004169,18, nan, nucleus,4.031,2,1,2,0,2,1,0,3,3,3,0,4,1,0,2,4,5,0,0,2,0.057142857,0.142857143,0.114285714,0.114285714,0.171428571,0.4,,,,,,,,,,,,,,,,,,,
Q07834,267,329,62,0.1078,0.000669,6, nan, cytoplasm,2.866,0,0,0,2,1,1,1,2,4,3,1,4,1,5,4,2,3,0,0,1,0.057142857,0.228571429,0.057142857,0.057142857,0.171428571,0.428571429,,,,,,,,,,,,,,,,,,,
O75012,30,90,60,0.2074,0.001914,30, nan, mitochondrion matrix; mitochondrion,3.692,4,1,1,2,0,4,2,2,4,4,2,6,1,2,3,7,2,2,0,3,0.057692308,0.134615385,0.173076923,0.057692308,0.192307692,0.384615385,,,,,,,,,,,,,,,,,,,
Q07381,585,697,112,0.2927,0.000127,54, False, nucleus; nucleolus; cytoplasm,3.06,3,0,2,1,2,3,5,2,4,1,0,5,7,6,2,2,5,2,0,0,0.057692308,0.115384615,0.25,0.038461538,0.096153846,0.442307692,2,0,,,,,,,,,,,,,,,,,
P05744,9,101,92,0.1455,0.006649,6, True, cytoplasm,3.033,2,0,1,2,2,8,0,1,7,2,0,5,1,2,8,5,1,3,1,0,0.058823529,0.294117647,0.215686275,0.058823529,0.117647059,0.254901961,10,0,,,,,,,,,,,,,,,,,
P05755,107,165,58,0.1557,0.000317,6, False, nucleus; nucleolus; cytoplasm,3.044,0,0,2,0,1,4,3,1,4,2,1,1,2,2,4,2,3,1,0,1,0.058823529,0.235294118,0.176470588,0.058823529,0.147058824,0.323529412,,,,,,,,,,,,,,,,,,,
P21657,222,288,66,0.4121,0.052898,78, nan, nucleus,3.235,1,0,3,0,2,1,2,1,2,4,0,2,3,13,4,5,2,4,0,2,0.058823529,0.117647059,0.098039216,0.078431373,0.176470588,0.470588235,,,,,,,,,,,,,,,,,,,
P24482,245,345,100,0.1753,1.00E-06,18, nan, nucleus; cytoplasm,3.709,1,0,1,3,1,8,1,3,3,5,3,7,3,7,2,12,3,3,0,2,0.058823529,0.073529412,0.176470588,0.044117647,0.205882353,0.441176471,,,,,,,,,,,,,,,,,,,
P25379,38,140,102,0.0744,0.000112,6, True, mitochondrion,2.743,4,0,2,1,0,7,1,1,8,0,1,5,2,4,5,3,3,2,1,1,0.058823529,0.254901961,0.254901961,0.039215686,0.078431373,0.31372549,,,,,,,,,,,,,,,,,,,
P35210,620,675,55,0.7968,0.483938,90, nan, ,4.006,3,0,2,1,0,4,1,3,3,6,3,8,1,2,2,8,1,2,0,1,0.058823529,0.098039216,0.156862745,0.019607843,0.274509804,0.392156863,,,,,,,,,,,,,,,,,,,
P35688,507,541,34,0.1765,0.0024,18, nan, bud neck; cytoplasm; bud,3.615,1,0,1,1,0,1,0,2,5,3,2,3,0,2,3,4,3,2,0,1,0.058823529,0.235294118,0.058823529,0.029411765,0.264705882,0.352941176,,,,,,,,,,,,,,,,,,,
P38241,15,68,53,0.1571,0.000117,6, nan, nucleus,3.353,2,1,1,1,0,2,0,2,5,3,1,4,2,2,4,0,3,1,0,0,0.058823529,0.264705882,0.176470588,0,0.205882353,0.294117647,,,,,,,,,,,,,,,,,,,
P39945,48,177,129,0.1827,0.006919,18, nan, ,3.331,0,0,1,3,1,11,3,2,9,5,2,7,7,1,2,4,4,2,0,4,0.058823529,0.161764706,0.264705882,0.073529412,0.161764706,0.279411765,,,,,,,,,,,,,,,,,,,
P41056,9,101,92,0.2484,0.129797,42, True, cytoplasm,3.104,2,0,0,3,3,8,0,1,7,2,0,5,1,2,8,4,1,3,1,0,0.058823529,0.294117647,0.215686275,0.078431373,0.117647059,0.235294118,3,0,,,,,,,,,,,,,,,,,
P42826,304,356,52,0.4522,0.000263,90, nan, cytoplasm,3.791,0,3,2,0,1,2,2,1,2,2,0,4,5,0,1,3,2,2,0,2,0.058823529,0.088235294,0.205882353,0.088235294,0.147058824,0.411764706,,,,,,,,,,,,,,,,,,,
Q12118,274,329,55,0.5327,0.000173,90, True, cytoplasm,3.8,4,0,2,1,2,8,0,1,2,2,8,6,4,4,2,4,1,0,0,0,0.058823529,0.078431373,0.31372549,0.039215686,0.215686275,0.294117647,5,0,,,,,,,,,,,,,,,,,
P38782,170,289,119,0.2318,0.031002,42, nan, nucleus,4.005,6,0,4,3,1,15,1,3,3,7,7,12,4,4,4,13,21,7,0,3,0.059322034,0.059322034,0.211864407,0.033898305,0.203389831,0.43220339,,,,,,,,,,,,,,,,,,,
Q03433,195,276,81,0.229,0.005063,30, nan, nucleus,4.294,2,3,3,1,3,3,2,1,6,9,1,7,1,0,3,9,3,6,0,4,0.059701493,0.134328358,0.089552239,0.104477612,0.253731343,0.358208955,,,,,,,,,,,,,,,,,,,
P41812,145,288,143,0.2562,0.00148,42, nan, nucleus; cytoplasm,3.244,6,3,4,2,1,7,4,2,15,5,4,5,6,3,10,8,6,3,3,3,0.06,0.25,0.19,0.07,0.14,0.29,,,,,,,,,,,,,,,,,,,
P39966,402,439,37,0.4172,0.000143,78, False, ,4.17,3,0,1,1,0,5,0,0,2,4,1,2,1,3,0,3,5,2,0,0,0.060606061,0.060606061,0.272727273,0,0.212121212,0.393939394,,,,,,,,,,,,,,,,,,,
Q02733,17,58,41,0.3733,4.00E-06,78, nan, cytoplasm,5.091,4,1,2,0,1,7,0,1,0,5,1,0,1,3,0,2,1,2,0,2,0.060606061,0,0.363636364,0.090909091,0.272727273,0.212121212,,,,,,,,,,,,,,,,,,,
Q08601,300,333,33,0.4125,0.001622,78, True, nucleus; cytoplasm,4.655,5,0,2,0,1,5,0,3,3,3,0,1,0,2,1,2,2,2,0,1,0.060606061,0.121212121,0.303030303,0.060606061,0.242424242,0.212121212,1,0,,,,,,,,,,,,,,,,,
P41812,18,122,104,0.2562,0.00148,42, nan, nucleus; cytoplasm,3.104,5,0,2,3,1,2,2,2,8,8,1,6,2,3,17,12,5,3,0,0,0.06097561,0.304878049,0.109756098,0.012195122,0.170731707,0.341463415,,,,,,,,,,,,,,,,,,,
P04050,1069,1126,57,0.2705,0.000049,54, False, nucleus,4.394,5,0,1,2,2,4,2,2,5,4,1,3,3,2,0,4,3,5,0,1,0.06122449,0.102040816,0.244897959,0.06122449,0.244897959,0.285714286,,,,,,,,,,,,,,,,,,,
P11792,410,496,86,0.2572,0.000047,42, True, ,3.884,2,0,2,1,1,6,1,4,7,2,1,2,2,2,3,5,4,4,0,0,0.06122449,0.204081633,0.204081633,0.020408163,0.224489796,0.285714286,,,,,,,,,,,,,,,,,,,
P26784,8,162,154,0.2464,0.000627,42, True, cytoplasm,3.174,7,0,2,3,3,11,0,0,19,3,1,1,5,3,8,5,3,5,0,2,0.061728395,0.333333333,0.283950617,0.061728395,0.111111111,0.148148148,9,1,,,,,,,,,,,,,,,,,
P05756,31,78,47,0.2378,0.009065,42, False, cytoplasm,3.228,2,0,1,1,0,5,1,2,4,0,1,2,0,2,4,3,2,2,0,0,0.0625,0.25,0.21875,0,0.15625,0.3125,12,8,,,,,,,,,,,,,,,,,
P32432,96,224,128,0.2354,0.001606,42, nan, nucleus; cytoplasm,3.896,14,2,3,4,0,9,4,9,4,4,1,5,8,6,8,15,7,3,1,5,0.0625,0.107142857,0.276785714,0.053571429,0.151785714,0.348214286,,,,,,,,,,,,,,,,,,,
P33753,264,299,35,0.3386,0.00179,66, nan, ,4.441,3,0,1,1,3,0,0,1,4,4,1,0,4,1,2,1,3,2,0,1,0.0625,0.1875,0.21875,0.125,0.25,0.15625,,,,,,,,,,,,,,,,,,,
P38827,410,496,86,0.2822,0.00008,54, nan, nucleus; chromosome,3.54,4,1,2,1,0,3,1,4,5,4,1,5,2,1,7,2,3,1,0,1,0.0625,0.25,0.1875,0.020833333,0.208333333,0.270833333,,,,,,,,,,,,,,,,,,,
P39073,66,98,32,0.1955,0.00011,18, nan, nucleus,4.172,3,0,0,2,0,4,0,3,4,1,1,1,0,1,2,2,1,3,0,4,0.0625,0.1875,0.21875,0.125,0.25,0.15625,,,,,,,,,,,,,,,,,,,
Q07684,350,384,34,0.0891,NaN,6, nan, nucleus,4.316,0,0,0,2,2,2,0,2,3,3,2,3,0,3,2,2,2,4,0,0,0.0625,0.15625,0.0625,0.0625,0.34375,0.3125,,,,,,,,,,,,,,,,,,,
Q12406,327,476,149,0.2425,6.00E-06,42, False, nucleus,3.473,7,0,3,4,1,11,1,4,11,6,4,13,4,6,3,16,11,2,3,2,0.0625,0.125,0.196428571,0.053571429,0.142857143,0.419642857,,,,,,,,,,,,,,,,,,,
P33299,383,464,81,0.2932,0.000073,54, False, nucleus; cytoplasm,3.1,2,0,1,2,1,5,0,2,7,2,2,2,1,1,8,7,1,1,0,2,0.063829787,0.319148936,0.170212766,0.063829787,0.14893617,0.234042553,1,0,,,,,,,,,,,,,,,,,
P25374,53,83,30,0.2298,0.003092,42, True, mitochondrion,4.558,11,0,2,0,0,2,0,1,1,0,0,0,1,2,1,5,3,2,0,0,0.064516129,0.064516129,0.451612903,0,0.096774194,0.322580645,,,,,,,,,,,,,,,,,,,
P25847,601,632,31,0.27,0.000251,54, True, nucleus,5.358,4,0,1,1,2,0,2,2,1,5,0,0,1,0,0,4,3,3,0,2,0.064516129,0.032258065,0.161290323,0.129032258,0.322580645,0.290322581,,,,,,,,,,,,,,,,,,,
P38990,60,91,31,0.2184,0.00009,30, nan, cytoplasm,3.558,1,0,1,1,0,0,3,1,0,4,1,2,1,5,3,6,0,2,0,0,0.064516129,0.096774194,0.064516129,0,0.258064516,0.516129032,,,,,,,,,,,,,,,,,,,
P40340,323,357,34,0.1745,0.000205,18, nan, nucleus; chromosome; centromere; chromosome,4.084,1,0,2,0,5,5,0,1,1,1,0,3,3,1,1,2,3,1,0,1,0.064516129,0.064516129,0.290322581,0.193548387,0.096774194,0.290322581,,,,,,,,,,,,,,,,,,,
P40510,6,36,30,0.5858,0.001689,90, True, ,3.868,2,0,2,0,3,2,0,0,0,1,2,3,2,3,1,6,3,1,0,0,0.064516129,0.032258065,0.193548387,0.096774194,0.129032258,0.483870968,1,0,,,,,,,,,,,,,,,,,
P43634,85,119,34,0.2124,0.010117,30, nan, nucleus,4.194,2,0,0,2,0,0,0,3,2,4,0,1,0,4,1,9,1,1,0,1,0.064516129,0.096774194,0.064516129,0.032258065,0.258064516,0.483870968,,,,,,,,,,,,,,,,,,,
P60010,338,373,35,0.3177,0.00029,66, False, cytoplasm; cytoskeleton,4.245,1,1,1,1,0,3,2,2,1,2,1,0,1,3,0,5,2,2,2,1,0.064516129,0.032258065,0.161290323,0.096774194,0.225806452,0.419354839,4,0,,,,,,,,,,,,,,,,,
Q04533,13,52,39,0.4128,0.001012,78, nan, ,4.203,0,2,1,1,1,2,1,2,4,2,0,0,4,1,1,2,2,3,1,1,0.064516129,0.161290323,0.193548387,0.096774194,0.225806452,0.258064516,,,,,,,,,,,,,,,,,,,
P52960,123,183,60,0.3238,0.004392,66, nan, nucleus,4.278,2,1,1,2,1,0,0,1,3,8,3,3,2,0,5,7,4,2,0,1,0.065217391,0.173913043,0.086956522,0.043478261,0.304347826,0.326086957,,,,,,,,,,,,,,,,,,,
Q04183,267,348,81,0.1751,0.001039,18, False, golgi apparatus; cis-golgi network,4.398,1,1,2,1,1,4,0,2,3,9,0,2,1,5,2,6,0,3,0,3,0.065217391,0.108695652,0.130434783,0.086956522,0.304347826,0.304347826,,,,,,,,,,,,,,,,,,,
Q07834,486,566,80,0.1078,0.000669,6, nan, cytoplasm,3.172,2,1,2,1,2,3,0,2,5,3,1,5,2,6,5,4,1,1,0,0,0.065217391,0.217391304,0.152173913,0.043478261,0.152173913,0.369565217,,,,,,,,,,,,,,,,,,,
Q08217,72,120,48,0.2719,0.000014,54, nan, cytoplasm,4.276,3,0,1,2,0,1,2,3,3,8,0,2,4,0,5,4,4,3,0,1,0.065217391,0.173913043,0.173913043,0.02173913,0.304347826,0.260869565,,,,,,,,,,,,,,,,,,,
P08518,409,489,80,0.2589,8.00E-06,42, False, nucleus,3.71,6,0,1,3,3,4,1,1,9,5,2,3,1,4,4,4,5,3,0,2,0.06557377,0.213114754,0.180327869,0.081967213,0.180327869,0.278688525,2,0,,,,,,,,,,,,,,,,,
P0C2J3,454,566,112,0.2105,0.016116,30, nan, nucleus; cytoplasm,2.875,5,0,3,1,1,5,4,0,6,1,0,9,4,4,3,7,4,3,0,1,0.06557377,0.147540984,0.229508197,0.032786885,0.06557377,0.459016393,,,,,,,,,,,,,,,,,,,
P54007,301,374,73,0.5018,0.002821,90, False, ,4.126,4,1,2,2,3,7,3,7,8,4,0,4,5,1,3,2,1,3,0,1,0.06557377,0.180327869,0.262295082,0.06557377,0.229508197,0.196721311,,,,,,,,,,,,,,,,,,,
P31384,177,261,84,0.1604,0.001265,6, True, nucleus; cytoplasm,3.597,15,1,3,2,2,3,1,0,6,4,2,1,7,17,1,2,6,2,0,1,0.065789474,0.092105263,0.328947368,0.039473684,0.105263158,0.368421053,,,,,,,,,,,,,,,,,,,
P43565,792,955,163,0.2066,0.00045,30, nan, nucleus; cytoplasm,3.758,7,0,5,1,2,11,5,5,10,6,3,5,5,4,5,6,4,4,1,2,0.065934066,0.164835165,0.252747253,0.054945055,0.197802198,0.263736264,,,,,,,,,,,,,,,,,,,
P06839,445,482,37,0.2375,0.000011,42, False, nucleus,4.053,0,0,1,1,1,1,0,3,3,1,2,1,2,1,2,5,3,2,0,1,0.066666667,0.166666667,0.1,0.066666667,0.266666667,0.333333333,,,,,,,,,,,,,,,,,,,
P22138,1042,1093,51,0.1942,0,18, False, nucleus; nucleolus,3.924,1,0,1,2,2,7,2,2,3,4,2,2,2,3,4,3,2,3,0,0,0.066666667,0.155555556,0.222222222,0.044444444,0.244444444,0.266666667,,,,,,,,,,,,,,,,,,,
P35191,356,428,72,0.1072,0.00007,6, nan, mitochondrion,3.702,2,0,1,2,0,6,0,3,5,1,0,3,5,3,1,2,5,4,0,2,0.066666667,0.133333333,0.288888889,0.044444444,0.177777778,0.288888889,,,,,,,,,,,,,,,,,,,
P38620,294,313,19,0.3693,1.00E-06,78, True, cytoplasm,4.787,2,0,0,1,1,1,1,2,0,1,0,1,0,0,0,2,2,0,0,1,0.066666667,0,0.2,0.133333333,0.2,0.4,,,,,,,,,,,,,,,,,,,
P39692,242,358,116,0.3038,0.000035,54, True, ,3.625,3,0,3,1,3,6,2,2,5,3,0,3,4,3,1,15,3,1,0,2,0.066666667,0.1,0.216666667,0.083333333,0.1,0.433333333,1,0,,,,,,,,,,,,,,,,,
P39965,374,426,52,0.2076,0.000031,30, nan, mitochondrion,4.247,2,1,0,3,2,6,2,4,6,3,0,4,2,0,1,2,1,4,0,2,0.066666667,0.155555556,0.222222222,0.088888889,0.244444444,0.222222222,,,,,,,,,,,,,,,,,,,
P46674,91,122,31,0.1671,0.005118,18, nan, nucleus envelope,4.387,1,0,1,1,2,2,1,3,2,5,0,1,1,2,3,3,1,1,0,0,0.066666667,0.166666667,0.133333333,0.066666667,0.3,0.266666667,,,,,,,,,,,,,,,,,,,
P53165,382,431,49,0.2073,0.000724,30, nan, nucleus,3.911,2,1,3,0,4,4,1,1,3,2,2,0,1,0,6,4,4,2,0,5,0.066666667,0.2,0.155555556,0.2,0.155555556,0.222222222,,,,,,,,,,,,,,,,,,,
