UniProt,domain_start,domain_end,Length,S_over_T_mean,S_over_T_pval,quantile,refoldable,subcellular_localization,average_KD_hydro,A_SASA_count,C_SASA_count,D_SASA_count,E_SASA_count,F_SASA_count,G_SASA_count,H_SASA_count,I_SASA_count,K_SASA_count,L_SASA_count,M_SASA_count,N_SASA_count,P_SASA_count,Q_SASA_count,R_SASA_count,S_SASA_count,T_SASA_count,V_SASA_count,W_SASA_count,Y_SASA_count,fraction DE,fraction KR,fraction AGP,fraction WYF,fraction ILVM,fraction polar,No. of Peptides,No. of Significant Peptides,,,,,,,,,,,
P39743,425,476,51,0.2686,0.002963,54, True, cytoplasm; cytoskeleton,3.539,4,0,2,2,0,4,0,0,0,1,0,3,2,5,2,1,1,4,1,1,0.121212121,0.060606061,0.303030303,0.060606061,0.151515152,0.303030303,3,0,,,,,,,,,,,
P40317,863,895,32,0.2982,0.004396,54, False, nucleus,4.367,1,0,1,4,2,2,3,2,1,4,1,2,1,0,1,1,0,3,1,3,0.151515152,0.060606061,0.121212121,0.181818182,0.303030303,0.181818182,,,,,,,,,,,,,
P36083,191,263,72,0.1181,0.000503,6, nan, ,3.97,1,1,3,8,2,1,2,6,4,5,5,6,2,4,0,4,1,3,1,7,0.166666667,0.060606061,0.060606061,0.151515152,0.287878788,0.272727273,,,,,,,,,,,,,
Q02887,441,486,45,0.2722,1.00E-06,54, nan, cytoplasm; vacuole,3.803,1,1,3,3,4,3,0,1,1,1,0,3,2,0,1,5,2,1,0,1,0.181818182,0.060606061,0.181818182,0.151515152,0.090909091,0.333333333,,,,,,,,,,,,,
P12686,270,318,48,0.2194,0.000306,30, nan, mitochondrion,3.548,2,0,3,4,0,1,2,3,1,4,0,1,0,4,1,4,1,0,0,2,0.212121212,0.060606061,0.090909091,0.060606061,0.212121212,0.363636364,,,,,,,,,,,,,
Q03559,62,135,73,0.1535,0.013344,6, False, ,3.829,4,0,3,3,4,4,2,2,0,1,1,3,5,5,3,2,2,4,0,1,0.12244898,0.06122449,0.265306122,0.102040816,0.163265306,0.285714286,,,,,,,,,,,,,
P39984,13,83,70,0.4026,0.000364,78, nan, nucleus; cytoplasm,3.649,0,0,3,7,2,4,1,1,2,5,1,3,4,2,1,3,3,3,1,3,0.204081633,0.06122449,0.163265306,0.12244898,0.204081633,0.244897959,,,,,,,,,,,,,
Q99344,3,292,289,0.2933,0.005215,54, nan, ,3.42,6,4,11,16,1,13,0,7,6,6,3,9,8,8,2,10,14,1,0,3,0.2109375,0.0625,0.2109375,0.03125,0.1328125,0.3515625,,,,,,,,,,,,,
Q08641,265,302,37,0.336,0.000108,66, False, cytoplasm; cytoplasm; cytoskeleton,3.884,1,1,4,5,0,1,2,2,1,4,0,2,0,3,1,1,0,4,0,0,0.28125,0.0625,0.0625,0,0.3125,0.28125,,,,,,,,,,,,,
Q08886,714,889,175,0.1738,0,18, nan, cytoplasm,3.733,3,1,11,8,2,21,3,4,5,6,0,2,4,2,1,5,9,4,1,3,0.2,0.063157895,0.294736842,0.063157895,0.147368421,0.231578947,,,,,,,,,,,,,
P53250,186,270,84,0.3151,0.001399,66, False, cytoplasm; cytoskeleton,3.4,1,1,5,4,1,5,0,2,3,1,1,5,3,3,0,6,1,3,0,2,0.191489362,0.063829787,0.191489362,0.063829787,0.14893617,0.340425532,,,,,,,,,,,,,
P39927,378,423,45,0.2348,0.008613,42, nan, nucleus,3.106,2,0,2,3,0,0,0,1,2,2,3,3,3,6,0,2,2,0,0,0,0.161290323,0.064516129,0.161290323,0,0.193548387,0.419354839,,,,,,,,,,,,,
P33314,782,812,30,0.1438,0.002307,6, nan, ,4.158,0,0,4,3,2,0,0,2,1,6,0,3,2,2,1,1,1,2,0,1,0.225806452,0.064516129,0.064516129,0.096774194,0.322580645,0.225806452,,,,,,,,,,,,,
P38822,582,631,49,0.3418,0.000069,66, nan, cytoplasm; cytoskeleton; actin patch,3.832,2,1,6,2,0,6,0,3,1,1,0,0,1,1,1,3,1,1,0,1,0.258064516,0.064516129,0.290322581,0.032258065,0.161290323,0.193548387,,,,,,,,,,,,,
P09547,707,764,57,0.2524,6.00E-06,42, True, nucleus,4.37,3,0,2,2,0,2,1,2,3,9,2,6,1,2,0,6,2,2,0,1,0.086956522,0.065217391,0.130434783,0.02173913,0.326086957,0.369565217,,,,,,,,,,,,,
P38167,192,240,48,0.1954,3.00E-06,18, nan, cytoplasm,4.198,1,0,2,5,2,3,0,4,2,5,0,3,2,1,1,6,4,2,0,3,0.152173913,0.065217391,0.130434783,0.108695652,0.239130435,0.304347826,,,,,,,,,,,,,
P53076,317,349,32,0.2553,0.000014,42, nan, cytoplasm; nucleus,3.517,1,0,1,0,1,2,1,2,1,3,0,3,3,5,1,2,1,0,1,2,0.033333333,0.066666667,0.2,0.133333333,0.166666667,0.4,,,,,,,,,,,,,
P34232,143,176,33,0.2691,0.000172,54, nan, nucleus,4.557,0,0,2,0,4,3,0,4,1,2,1,4,1,1,1,2,0,1,0,3,0.066666667,0.066666667,0.133333333,0.233333333,0.266666667,0.233333333,,,,,,,,,,,,,
Q07887,133,164,31,0.7481,NaN,90, nan, ,4.953,1,1,2,1,4,1,0,6,0,2,1,4,0,2,2,1,0,1,1,0,0.1,0.066666667,0.066666667,0.166666667,0.333333333,0.266666667,,,,,,,,,,,,,
P53244,224,270,46,0.2449,0.00354,42, nan, ,4.382,1,1,1,5,3,4,0,2,1,7,2,2,3,2,2,3,2,1,1,2,0.133333333,0.066666667,0.177777778,0.133333333,0.266666667,0.222222222,,,,,,,,,,,,,
Q04233,433,522,89,0.1366,0.00871,6, nan, cytoplasm,3.856,0,1,5,1,2,1,0,4,2,3,2,5,2,3,1,6,5,1,0,1,0.133333333,0.066666667,0.066666667,0.066666667,0.222222222,0.444444444,,,,,,,,,,,,,
P47821,268,315,47,0.2592,0.000326,42, nan, nucleus,4.06,2,0,4,5,3,0,3,4,2,6,1,1,0,4,1,0,3,1,2,3,0.2,0.066666667,0.044444444,0.177777778,0.266666667,0.244444444,,,,,,,,,,,,,
P35189,4,130,126,0.3115,0.000016,66, False, nucleus,2.878,1,0,5,12,1,5,2,1,4,3,0,4,9,4,0,1,4,3,1,0,0.283333333,0.066666667,0.25,0.033333333,0.116666667,0.25,2,0,,,,,,,,,,,
P32471,120,195,75,0.3188,0.020064,66, True, ,2.68,3,0,8,9,1,4,1,2,3,0,0,2,1,4,0,3,2,1,1,0,0.377777778,0.066666667,0.177777778,0.044444444,0.066666667,0.266666667,17,0,,,,,,,,,,,
P25367,6,100,94,0.1072,0,6, False, nucleus; cytoplasm,3.147,8,0,5,4,0,9,0,0,2,0,3,4,0,6,2,12,3,0,0,1,0.152542373,0.06779661,0.288135593,0.016949153,0.050847458,0.423728814,,,,,,,,,,,,,
P40472,205,474,269,0.4097,0.025636,78, nan, secreted; cell wall,2.954,5,0,17,11,0,36,0,1,8,0,0,5,1,2,0,18,10,0,1,3,0.237288136,0.06779661,0.355932203,0.033898305,0.008474576,0.296610169,,,,,,,,,,,,,
Q07653,192,254,62,0.5014,0.001288,90, nan, cytoplasm,2.98,1,0,0,0,0,5,11,0,3,0,0,3,4,0,0,8,7,2,0,0,0,0.068181818,0.227272727,0,0.045454545,0.659090909,,,,,,,,,,,,,
P53877,432,476,44,0.1907,0.000181,18, False, nucleus,3.823,2,0,4,3,2,3,2,3,2,6,0,5,4,2,1,0,1,1,1,2,0.159090909,0.068181818,0.204545455,0.113636364,0.227272727,0.227272727,,,,,,,,,,,,,
Q99373,121,172,51,0.4172,0.004555,78, nan, mitochondrion,4,2,0,3,5,3,3,0,1,2,7,1,3,4,0,1,3,2,0,1,3,0.181818182,0.068181818,0.204545455,0.159090909,0.204545455,0.181818182,,,,,,,,,,,,,
Q03735,520,565,45,0.1106,0.000672,6, nan, cytoplasm,3.793,1,0,3,6,0,2,2,4,2,4,1,2,1,2,1,3,5,2,0,3,0.204545455,0.068181818,0.090909091,0.068181818,0.25,0.318181818,,,,,,,,,,,,,
Q07887,12,101,89,0.7481,NaN,90, nan, ,4.101,6,3,10,5,4,4,0,3,1,8,1,4,1,4,4,6,2,3,0,4,0.205479452,0.068493151,0.150684932,0.109589041,0.205479452,0.260273973,,,,,,,,,,,,,
P25632,312,376,64,0.2115,0.001671,30, nan, nucleus,4.609,3,0,7,0,0,1,3,4,4,9,1,3,4,2,0,4,4,7,0,2,0.120689655,0.068965517,0.137931034,0.034482759,0.362068966,0.275862069,,,,,,,,,,,,,
Q04226,19,48,29,0.2233,3.00E-06,30, nan, nucleus,4.041,1,0,3,1,1,0,0,3,2,2,1,2,0,4,0,2,2,2,1,2,0.137931034,0.068965517,0.034482759,0.137931034,0.275862069,0.344827586,,,,,,,,,,,,,
Q07084,243,276,33,0.2171,0.000096,30, False, cytoplasm,4.586,2,0,1,3,2,2,0,4,2,3,1,1,3,1,0,2,1,0,0,1,0.137931034,0.068965517,0.24137931,0.103448276,0.275862069,0.172413793,,,,,,,,,,,,,
P0CE41,603,701,98,0.2337,0.008065,42, nan, nucleus,3.674,2,1,5,5,3,3,2,3,4,9,1,9,3,3,1,9,8,0,0,1,0.138888889,0.069444444,0.111111111,0.055555556,0.180555556,0.444444444,,,,,,,,,,,,,
Q03825,412,497,85,0.1919,0.006849,18, nan, nucleus; cytoplasm,3.212,5,0,2,3,2,2,2,3,3,5,3,15,3,16,3,6,8,3,0,2,0.058139535,0.069767442,0.11627907,0.046511628,0.162790698,0.546511628,,,,,,,,,,,,,
P48510,151,210,59,0.3657,0.000048,78, True, nucleus,3.086,1,0,1,2,1,1,0,2,0,1,6,5,6,10,3,3,1,0,0,0,0.069767442,0.069767442,0.186046512,0.023255814,0.209302326,0.441860465,2,1,,,,,,,,,,,
P38692,482,1024,542,0.2117,0.000054,30, False, ,3.861,32,2,11,18,12,35,8,33,24,35,10,77,50,16,14,94,49,18,0,5,0.053406998,0.069981584,0.215469613,0.031307551,0.17679558,0.453038674,,,,,,,,,,,,,
P32558,792,1019,227,0.2697,0.000078,54, False, nucleus; chromosome,3.053,11,0,26,30,7,11,0,4,6,6,1,7,5,7,5,13,9,4,1,4,0.356687898,0.070063694,0.171974522,0.076433121,0.095541401,0.229299363,,,,,,,,,,,,,
Q03750,39,184,145,0.1798,0.001581,18, nan, nucleus,3.695,7,1,6,14,4,1,2,4,5,17,2,11,8,11,3,11,2,2,2,1,0.175438596,0.070175439,0.140350877,0.061403509,0.219298246,0.333333333,,,,,,,,,,,,,
Q07540,64,167,103,0.4438,0.00089,90, True, mitochondrion matrix,2.967,3,1,7,10,0,5,3,0,2,5,0,4,7,0,2,3,3,1,1,0,0.298245614,0.070175439,0.263157895,0.01754386,0.105263158,0.245614035,3,0,,,,,,,,,,,
P43602,426,453,27,0.4376,0.076182,90, nan, ,4.764,2,0,1,2,1,3,0,1,0,4,1,0,1,0,2,5,2,2,0,1,0.107142857,0.071428571,0.214285714,0.071428571,0.285714286,0.25,,,,,,,,,,,,,
P50278,6,33,27,0.377,0.000576,78, True, nucleus; cytoplasm,4.857,7,0,1,2,3,1,3,1,2,1,0,1,0,1,0,1,0,4,0,0,0.107142857,0.071428571,0.285714286,0.107142857,0.214285714,0.214285714,,,,,,,,,,,,,
Q04213,5,36,31,0.2391,0.000807,42, nan, nucleus,4.7,3,0,2,1,2,1,0,3,2,3,1,2,3,1,0,1,1,1,1,0,0.107142857,0.071428571,0.25,0.107142857,0.285714286,0.178571429,,,,,,,,,,,,,
Q05027,33,104,71,0.1524,0,6, False, nucleus,4.1,5,0,4,2,2,6,3,1,1,8,1,1,0,7,3,5,2,3,0,2,0.107142857,0.071428571,0.196428571,0.071428571,0.232142857,0.321428571,,,,,,,,,,,,,
P38321,616,643,27,0.2359,0.003258,42, nan, ,3.961,0,1,1,3,3,0,0,2,1,4,0,4,2,2,1,0,2,0,1,1,0.142857143,0.071428571,0.071428571,0.178571429,0.214285714,0.321428571,,,,,,,,,,,,,
Q07951,4,54,50,0.4427,0.006967,90, nan, ,3.864,2,0,2,4,2,2,2,2,3,5,1,5,1,1,0,6,2,1,0,1,0.142857143,0.071428571,0.119047619,0.071428571,0.214285714,0.380952381,,,,,,,,,,,,,
P35734,63,202,139,0.2193,0.026883,30, nan, chromosome; centromere; kinetochore; nucleus; cytoplasm; cytoskeleton; spindle; chromosome,3.746,12,0,13,10,4,10,4,6,4,9,1,11,6,9,6,16,10,9,0,0,0.164285714,0.071428571,0.2,0.028571429,0.178571429,0.357142857,,,,,,,,,,,,,
Q08484,571,629,58,0.2336,0.003542,42, nan, golgi apparatus; golgi stack,4.086,1,1,3,6,3,0,1,4,3,4,2,2,1,3,0,3,3,1,0,1,0.214285714,0.071428571,0.047619048,0.095238095,0.261904762,0.30952381,,,,,,,,,,,,,
Q12204,285,312,27,0.2557,0.000043,42, nan, mitochondrion,3.032,2,0,4,2,1,1,0,0,2,3,1,4,0,4,0,2,1,0,0,1,0.214285714,0.071428571,0.107142857,0.071428571,0.142857143,0.392857143,,,,,,,,,,,,,
P15801,1162,1193,31,0.1603,0.000076,6, nan, mitochondrion,3.893,1,0,4,4,3,1,0,3,2,2,0,2,2,1,0,0,0,1,0,2,0.285714286,0.071428571,0.142857143,0.178571429,0.214285714,0.107142857,,,,,,,,,,,,,
Q04437,469,546,77,0.3096,0.008364,66, nan, nucleus; chromosome; telomere,4.081,0,0,6,8,2,2,1,4,3,10,3,1,7,6,2,1,5,5,1,2,0.202898551,0.072463768,0.130434783,0.072463768,0.31884058,0.202898551,,,,,,,,,,,,,
P39726,28,165,137,0.5345,0.000244,90, True, mitochondrion,2.761,3,0,5,16,0,11,0,0,5,3,0,5,0,7,0,5,3,3,0,3,0.304347826,0.072463768,0.202898551,0.043478261,0.086956522,0.289855072,6,0,,,,,,,,,,,
P38784,127,172,45,0.2424,0.000169,42, nan, ,4.468,1,1,2,1,2,3,0,4,2,5,1,2,3,3,1,5,2,1,0,2,0.073170732,0.073170732,0.170731707,0.097560976,0.268292683,0.317073171,,,,,,,,,,,,,
P29029,488,557,69,0.3198,0.003473,66, nan, secreted; secreted; cell wall,3.868,7,0,4,4,1,6,1,0,3,1,1,0,0,0,0,6,2,2,0,3,0.195121951,0.073170732,0.317073171,0.097560976,0.097560976,0.219512195,,,,,,,,,,,,,
P23561,415,445,30,0.1794,0.000645,18, nan, ,5.096,3,1,0,1,1,6,1,1,2,3,2,0,0,1,0,2,1,2,0,0,0.037037037,0.074074074,0.333333333,0.037037037,0.296296296,0.222222222,,,,,,,,,,,,,
P36070,582,612,30,0.2317,0.006409,42, nan, nucleus,4.033,0,0,2,2,3,0,0,3,2,3,0,1,2,3,0,1,0,0,1,4,0.148148148,0.074074074,0.074074074,0.296296296,0.222222222,0.185185185,,,,,,,,,,,,,
P53204,1,28,27,0.2965,0.009889,54, nan, nucleus,2.759,1,0,3,2,0,0,1,1,2,1,0,1,10,2,0,0,3,0,0,0,0.185185185,0.074074074,0.407407407,0,0.074074074,0.259259259,,,,,,,,,,,,,
P53313,16,46,30,0.1509,0.000639,6, False, nucleus; nucleolus,3.633,1,0,2,3,2,0,1,1,1,4,1,1,1,4,1,2,0,0,0,2,0.185185185,0.074074074,0.074074074,0.148148148,0.222222222,0.296296296,,,,,,,,,,,,,
P31374,461,580,119,0.2755,0.002432,54, nan, cytoplasm,3.743,4,1,8,6,2,6,1,3,3,7,1,4,3,4,2,5,3,2,1,1,0.208955224,0.074626866,0.194029851,0.059701493,0.194029851,0.268656716,,,,,,,,,,,,,
P00724,26,514,488,0.351,0.000792,66, False, secreted; cytoplasm,3.171,15,0,13,16,5,25,1,2,11,4,0,20,14,6,2,17,17,3,1,2,0.166666667,0.074712644,0.310344828,0.045977011,0.051724138,0.350574713,,,,,,,,,,,,,
Q08601,93,299,206,0.4125,0.001622,78, True, nucleus; cytoplasm,3.114,3,1,10,4,1,16,2,4,4,5,2,13,9,11,4,6,5,2,1,4,0.130841121,0.074766355,0.261682243,0.056074766,0.121495327,0.355140187,4,0,,,,,,,,,,,
Q99247,3,141,138,0.177,0.00001,18, nan, cytoplasm,3.786,5,1,9,2,0,4,2,8,5,4,1,5,6,4,1,8,8,2,0,5,0.1375,0.075,0.1875,0.0625,0.1875,0.35,,,,,,,,,,,,,
Q04430,276,353,77,0.4227,0.005112,78, False, nucleus; cytoplasm,4.168,3,1,1,0,2,7,2,5,3,6,1,7,1,4,1,4,0,0,1,4,0.018867925,0.075471698,0.20754717,0.132075472,0.226415094,0.339622642,,,,,,,,,,,,,
P69852,8,61,53,0.2895,0.0001,54, False, chromosome; centromere; kinetochore; nucleus; cytoplasm; cytoskeleton; spindle,3.842,1,1,1,5,0,4,2,2,3,8,2,4,0,6,1,3,3,2,1,4,0.113207547,0.075471698,0.094339623,0.094339623,0.264150943,0.358490566,,,,,,,,,,,,,
P33400,562,616,54,0.1909,0.005089,18, nan, nucleus; cytoplasm,4.051,1,1,6,8,1,2,0,4,3,8,2,4,0,3,1,4,1,3,0,1,0.264150943,0.075471698,0.056603774,0.037735849,0.320754717,0.245283019,,,,,,,,,,,,,
P14922,749,933,184,0.4065,0.000043,78, True, nucleus,3.598,24,0,4,31,0,2,1,6,11,3,2,10,15,9,3,26,24,14,0,0,0.189189189,0.075675676,0.221621622,0,0.135135135,0.378378378,,,,,,,,,,,,,
P32634,345,482,137,0.1921,4.00E-06,18, nan, cytoplasm,3.814,3,1,2,2,2,7,4,5,3,5,2,6,6,5,3,12,4,2,1,4,0.050632911,0.075949367,0.202531646,0.088607595,0.17721519,0.405063291,,,,,,,,,,,,,
P22470,464,555,91,0.1696,0.002037,18, False, ,3.198,5,0,6,2,4,10,3,1,0,3,0,15,1,6,7,15,10,3,0,1,0.086956522,0.076086957,0.173913043,0.054347826,0.076086957,0.532608696,,,,,,,,,,,,,
P32618,402,688,286,0.2567,0.000146,42, nan, ,3.557,20,0,15,14,5,7,6,11,14,28,6,41,12,17,7,41,18,3,3,8,0.105072464,0.076086957,0.141304348,0.057971014,0.173913043,0.445652174,,,,,,,,,,,,,
P06243,219,252,33,0.2188,0.001486,30, nan, ,3.423,0,2,0,1,0,1,2,2,1,1,1,4,1,4,1,2,1,1,0,1,0.038461538,0.076923077,0.076923077,0.038461538,0.192307692,0.576923077,,,,,,,,,,,,,
P32788,87,115,28,0.343,0.000033,66, nan, nucleus,4.685,0,0,1,1,1,0,2,3,1,5,0,2,1,3,1,0,0,3,1,1,0.076923077,0.076923077,0.038461538,0.115384615,0.423076923,0.269230769,,,,,,,,,,,,,
P32862,521,593,72,0.2615,0.000028,42, nan, cytoplasm; nucleus,4.744,1,0,3,2,4,3,0,5,3,5,0,3,4,2,1,4,4,6,1,1,0.096153846,0.076923077,0.153846154,0.115384615,0.307692308,0.25,,,,,,,,,,,,,
P32909,205,282,77,0.1491,0.000391,6, True, cytoplasm,3.651,1,0,2,2,0,7,0,3,3,1,1,0,2,5,0,2,7,1,0,2,0.102564103,0.076923077,0.256410256,0.051282051,0.153846154,0.358974359,,,,,,,,,,,,,
Q05022,108,158,50,0.1349,0.000097,6, False, nucleus; nucleolus,3.813,1,0,1,3,1,4,2,4,3,3,0,3,0,2,0,6,5,0,0,1,0.102564103,0.076923077,0.128205128,0.051282051,0.179487179,0.461538462,,,,,,,,,,,,,
P38996,210,245,35,0.2473,6.00E-06,42, False, nucleus; nucleoplasm,3.177,1,0,1,2,0,0,1,0,2,3,2,3,2,5,0,2,0,1,0,1,0.115384615,0.076923077,0.115384615,0.038461538,0.230769231,0.423076923,,,,,,,,,,,,,
P19659,1009,1073,64,0.232,4.00E-06,42, nan, nucleus,3.788,3,0,7,4,3,2,0,3,5,2,2,3,4,3,0,12,6,4,2,0,0.169230769,0.076923077,0.138461538,0.076923077,0.169230769,0.369230769,,,,,,,,,,,,,
Q03124,519,577,58,0.203,0.000043,30, False, nucleus,3.767,5,0,5,3,2,2,1,0,2,4,0,2,3,2,1,2,3,2,0,0,0.205128205,0.076923077,0.256410256,0.051282051,0.153846154,0.256410256,,,,,,,,,,,,,
P09959,8,99,91,0.1927,0.000848,18, nan, cytoplasm; nucleus,2.835,2,0,4,7,3,6,3,0,2,3,0,8,3,1,2,2,5,0,0,1,0.211538462,0.076923077,0.211538462,0.076923077,0.057692308,0.365384615,,,,,,,,,,,,,
P32786,42,67,25,0.1875,0.001693,18, nan, nucleus; nucleolus; cytoplasm,4.869,2,1,5,1,0,0,1,1,1,6,0,0,1,0,1,1,2,3,0,0,0.230769231,0.076923077,0.115384615,0,0.384615385,0.192307692,,,,,,,,,,,,,
P53280,698,767,69,0.1443,0.000037,6, nan, nucleus; cytoplasm,3.708,1,1,6,6,3,2,1,1,3,3,2,2,2,2,1,6,2,4,1,3,0.230769231,0.076923077,0.096153846,0.134615385,0.192307692,0.269230769,,,,,,,,,,,,,
Q03973,21,47,26,0.1337,2.00E-06,6, nan, nucleus; nucleolus,3.535,4,0,3,4,1,1,0,1,2,1,0,2,0,1,0,3,1,1,0,1,0.269230769,0.076923077,0.192307692,0.076923077,0.115384615,0.269230769,,,,,,,,,,,,,
P35732,22,65,43,0.1872,0.000093,18, False, nucleus; cytoplasm; chromosome; telomere,2.773,1,0,7,3,0,1,0,1,1,1,0,0,1,1,1,3,4,0,1,0,0.384615385,0.076923077,0.115384615,0.038461538,0.076923077,0.307692308,2,0,,,,,,,,,,,
P39005,22,188,166,0.5146,0.170328,90, True, secreted; cell wall,3.401,5,1,6,4,2,11,0,1,5,0,0,8,2,3,2,13,21,4,0,2,0.111111111,0.077777778,0.2,0.044444444,0.055555556,0.511111111,2,0,,,,,,,,,,,
P36083,301,386,85,0.1181,0.000503,6, nan, ,4.092,5,3,5,12,4,1,0,3,4,10,1,3,3,3,2,3,4,3,2,6,0.220779221,0.077922078,0.116883117,0.155844156,0.220779221,0.207792208,,,,,,,,,,,,,
Q12146,7,137,130,0.2959,0.003957,54, nan, nucleus,3.665,6,0,7,10,1,6,3,3,5,6,1,5,5,2,1,6,3,5,1,1,0.220779221,0.077922078,0.220779221,0.038961039,0.194805195,0.246753247,,,,,,,,,,,,,
P40021,529,875,346,0.2135,0.024789,30, nan, bud tip; bud neck; cytoplasm; bud,3.389,17,1,43,27,11,17,10,15,19,23,3,30,20,16,8,48,18,10,0,10,0.202312139,0.078034682,0.156069364,0.060693642,0.147398844,0.355491329,,,,,,,,,,,,,
P47175,224,355,131,0.1231,0.022807,6, nan, nucleus; cytoplasm,3.253,4,0,3,4,2,2,3,2,2,3,1,4,7,7,3,8,6,1,0,2,0.109375,0.078125,0.203125,0.0625,0.109375,0.4375,,,,,,,,,,,,,
P38121,604,679,75,0.2102,0.004131,30, nan, nucleus,4.33,4,1,5,4,4,8,2,5,1,5,0,2,2,4,4,3,3,5,0,2,0.140625,0.078125,0.21875,0.09375,0.234375,0.234375,,,,,,,,,,,,,
P38854,315,379,64,0.2585,0.023119,42, nan, cytoplasm,3.192,3,0,4,6,1,4,1,2,2,3,0,4,4,7,3,11,4,2,2,1,0.15625,0.078125,0.171875,0.0625,0.109375,0.421875,,,,,,,,,,,,,
P17442,792,868,76,0.2617,0.000013,42, True, nucleus; cytoplasm,4.214,0,0,5,1,5,3,0,7,2,2,1,5,4,2,2,5,4,2,0,1,0.117647059,0.078431373,0.137254902,0.117647059,0.235294118,0.31372549,,,,,,,,,,,,,
P38283,24,61,37,0.1629,0.00177,6, nan, chromosome; centromere; kinetochore; nucleus; cytoplasm; cytoskeleton; spindle,3.542,1,0,3,3,0,0,1,1,1,6,1,6,0,1,2,3,4,1,1,3,0.157894737,0.078947368,0.026315789,0.105263158,0.236842105,0.394736842,,,,,,,,,,,,,
Q3E830,12,71,59,0.3606,0.00019,66, nan, ,3.555,1,0,4,3,1,6,1,2,2,1,0,2,0,3,1,4,4,3,0,0,0.184210526,0.078947368,0.184210526,0.026315789,0.157894737,0.368421053,,,,,,,,,,,,,
Q05123,4,221,217,0.2384,0.000048,42, True, nucleus,3.429,2,1,12,11,3,6,2,8,6,6,2,9,5,10,3,16,4,5,0,3,0.201754386,0.078947368,0.114035088,0.052631579,0.184210526,0.368421053,2,1,,,,,,,,,,,
P22082,508,554,46,0.2192,0.000082,30, nan, nucleus,3.516,2,0,4,4,1,1,2,0,2,5,0,3,1,3,1,1,2,3,1,2,0.210526316,0.078947368,0.105263158,0.105263158,0.210526316,0.289473684,,,,,,,,,,,,,
P53617,301,565,264,0.2163,0,30, True, nucleus,3.507,10,0,8,3,1,18,5,5,8,8,5,11,28,15,5,16,4,7,1,6,0.067073171,0.079268293,0.341463415,0.048780488,0.152439024,0.31097561,1,0,,,,,,,,,,,
P47135,311,426,115,0.1605,0.000055,6, nan, ,3.17,0,0,2,3,0,3,1,4,3,3,0,6,5,7,1,8,3,1,0,0,0.1,0.08,0.16,0,0.16,0.5,,,,,,,,,,,,,
P20967,44,77,33,0.2927,8.00E-06,54, False, mitochondrion matrix; mitochondrion; mitochondrion matrix; mitochondrion nucleoid,3.236,2,0,2,1,0,0,1,0,2,1,1,2,1,2,0,5,2,1,0,2,0.12,0.08,0.12,0.08,0.12,0.48,,,,,,,,,,,,,
P45976,190,217,27,0.2696,0.001536,54, False, nucleus,2.996,1,0,1,3,1,2,1,0,0,2,1,3,1,2,2,1,0,0,1,3,0.16,0.08,0.16,0.2,0.12,0.28,,,,,,,,,,,,,
P47988,116,141,25,0.2048,0.000316,30, nan, nucleus,3.704,1,0,2,3,0,0,1,3,2,4,0,2,1,3,0,1,1,0,0,1,0.2,0.08,0.08,0.04,0.28,0.32,,,,,,,,,,,,,
P35127,8,234,226,0.3572,0.000643,66, True, ,2.981,5,0,8,15,1,8,0,1,7,3,1,10,4,6,1,14,10,4,1,1,0.23,0.08,0.17,0.03,0.09,0.4,1,0,,,,,,,,,,,
Q02892,401,427,26,0.2124,0.000631,30, False, nucleus; nucleolus,3.768,2,0,3,4,0,3,0,1,2,3,0,3,0,0,0,0,0,2,1,1,0.28,0.08,0.2,0.08,0.24,0.12,,,,,,,,,,,,,
P38616,73,349,276,0.6239,0.05452,90, True, secreted,3.424,9,1,8,8,3,13,1,3,8,5,0,11,3,4,1,20,10,1,0,3,0.142857143,0.080357143,0.223214286,0.053571429,0.080357143,0.419642857,4,0,,,,,,,,,,,
Q12168,74,774,700,0.281,0.000702,54, nan, cytoplasm,2.767,6,0,23,20,2,23,2,2,11,6,1,23,10,20,5,28,6,8,0,3,0.216080402,0.08040201,0.195979899,0.025125628,0.085427136,0.396984925,,,,,,,,,,,,,
P40523,517,620,103,0.2205,0.006744,30, nan, ,3.545,4,0,9,15,5,5,3,2,5,7,1,3,4,2,2,7,2,5,0,6,0.275862069,0.08045977,0.149425287,0.126436782,0.172413793,0.195402299,,,,,,,,,,,,,
Q12139,1030,1130,100,0.2812,0.00025,54, nan, nucleus; cytoplasm,3.979,2,1,4,2,3,4,3,3,3,7,0,7,1,2,2,8,2,3,2,3,0.096774194,0.080645161,0.112903226,0.129032258,0.209677419,0.370967742,,,,,,,,,,,,,
P25632,409,477,68,0.2115,0.001671,30, nan, nucleus,3.287,3,0,4,4,2,2,2,1,2,6,1,8,1,5,3,9,2,1,1,5,0.129032258,0.080645161,0.096774194,0.129032258,0.14516129,0.419354839,,,,,,,,,,,,,
P32259,5,55,50,0.1973,3.00E-06,18, nan, nucleus,3.873,1,0,0,0,1,2,3,2,2,4,1,4,1,3,1,6,2,1,2,1,0,0.081081081,0.108108108,0.108108108,0.216216216,0.486486486,,,,,,,,,,,,,
P32478,45,82,37,0.1907,0.000995,18, nan, secreted; cell wall,4.305,8,0,1,0,1,3,0,2,2,0,0,0,1,4,1,8,4,2,0,0,0.027027027,0.081081081,0.324324324,0.027027027,0.108108108,0.432432432,,,,,,,,,,,,,
